entity_text,paper_count,pmids,entity_type,sources,mean_confidence
GeneLab,3,"36406421,37528331,39558178",COM,ruler,1.0
ModelArchive,3,"37589594,39894387,39947281",COM,statistical,1.0
VGG16,3,"37079543,38522415,38865373",COM,statistical,1.0
Dfam,3,"34850956,38486291,39227788",COM,ruler,1.0
mBodyMap,3,"34718713,36255293,40254830",COM,ruler,1.0
SubtiWiki,3,"34664671,38043216,39441067",COM,ruler,1.0
Vietnam,3,"34473330,35858929,36761627",COM,statistical,1.0
BioGRID,3,"36353604,37387142,38783158",COM,ruler,1.0
PhysioNet,3,"38663430,39294170,39358064",COM,ruler,1.0
DCE,3,"37499296,37987347,40108146",COM,"statistical,v2_bert",0.88714405
GutMetaNet,3,"39526401,39727166,40580037",COM,statistical,1.0
PhenX,3,"36661316,36935055,37766808",COM,statistical,1.0
BPS,3,"34986604,35147637,38636673",COM,statistical,1.0
APOLLO,3,"38262770,38828478,39947184",COM,statistical,1.0
GTSD,3,"36404445,38043852,39880273",COM,statistical,1.0
GPs,3,"37092604,37138785,39488043",COM,ruler,1.0
SCOP,3,"35507259,37061086,37797858",COM,ruler,1.0
GPCRdb,3,"36395823,39558158,40268234",COM,ruler,1.0
MDA,3,"35254998,37890424,40380921",COM,statistical,1.0
OLIDA,3,"35411390,37127601,38805753",COM,ruler,1.0
SCOPe,3,"34850923,35411388,40343712",COM,ruler,1.0
Toolkit,3,"37023121,38594441,40193369",FUL,v2_bert,0.6855646533333334
LCA,3,"35599819,36599466,39975586",COM,"statistical,v2_bert",0.8743627866666667
DCNN,3,"38238391,39648257,40175374",COM,statistical,1.0
EBM,3,"37965606,38643910,38783923",COM,statistical,1.0
HCM,3,"37787257,39484862,40514586",COM,statistical,1.0
ESM2,3,"40036690,40421660,40728618",COM,statistical,1.0
LIANA,3,"35680885,38631346,39223377",COM,v2_bert,0.8617009533333334
BRAIN Initiative Cell Census Network,3,"37390046,39528496,40268948",FUL,"statistical,v2_bert",0.9888210900000001
BUSCO,3,"39358398,39535043,40122978",COM,v2_bert,0.6883311366666667
CAN,3,"38102155,38252659,40187357",COM,"statistical,v2_bert",0.9817436133333333
SCT,3,"38479843,39312528,40800421",COM,"statistical,v2_bert",0.8552799666666666
PhosphoSitePlus,3,"35577067,35608653,37993103",COM,ruler,1.0
DrugDomain,3,"38979784,39565196,40320551",COM,statistical,1.0
MAPS,3,"36373969,37855672,38167832",COM,ruler,1.0
SDAP,3,"35386653,37737991,37781674",COM,v2_bert,0.9295539066666666
DECIPHER,3,"34718705,35143074,35180879",COM,ruler,1.0
MISEV,3,"36271888,38888007,40074066",COM,v2_bert,0.9737279033333334
NER,3,"36474140,39259689,39622400",COM,v2_bert,0.8245411566666667
LLC,3,"36693896,37542147,40129687",COM,statistical,1.0
DGIdb,3,"35637248,36968016,37953380",COM,ruler,1.0
jPOST,3,"36370099,36529941,39526391",COM,ruler,1.0
DIANA-,3,"34469540,37098414,37260078",COM,statistical,1.0
Bacterial and Viral Bioinformatics Resource Center,3,"36350631,38819571,40119500",FUL,ruler,1.0
DILI,3,"37697410,37820269,39195723",COM,statistical,1.0
PRINCIPALES,3,"34840306,36515514,36876973",COM,statistical,1.0
MiDAS,3,"35393411,35821016,37303742",COM,ruler,1.0
OMA,3,"37962356,38625925,39412445",COM,ruler,1.0
BacDive,3,"34718743,39373542,39470737",COM,ruler,1.0
SympTEMIST,3,"39197057,39259689,39283593",COM,statistical,1.0
MLC,3,"35508507,38940164,40231345",COM,statistical,1.0
FAIR,3,"37208467,38667169,39677536",COM,v2_bert,0.7819482566666668
MCG,3,"35426945,37276105,38057859",COM,ruler,1.0
StyleGAN,3,"38062057,38834642,39367444",COM,statistical,1.0
Net,3,"36549193,38179668,38470995",COM,v2_bert,0.82176515
resource,3,"36243968,37117211,40084908",FUL,v2_bert,0.6453199766666667
SemRep,3,"36180861,38782169,40102814",COM,statistical,1.0
DoriC,3,"36257484,36305822,39960880",COM,ruler,1.0
BioExcel,2,"35639735,37953362",COM,statistical,1.0
CSSCI,2,"35846692,39778786",COM,statistical,1.0
COVID-19 Genomics Network,2,"39401061,39596552",FUL,"statistical,v2_bert",0.8395641
InParanoiDB,2,"36764355,39530220",COM,ruler,1.0
IndiGen,2,"35551364,39112918",COM,statistical,1.0
Introduction</h4><i,2,"37324587,40464010",COM,statistical,1.0
Bgee,2,"37589308,39656924",COM,ruler,1.0
PUG-View,2,"36305812,39134728",COM,statistical,1.0
European Health Data Space,2,"38946446,40266673",FUL,statistical,1.0
PPI,2,"35147037,36448715",COM,v2_bert,0.593407865
Eukaryotic Linear Motif,2,"34718738,37962385",FUL,"statistical,v2_bert",0.9885704799999999
PUG-REST,2,"35294761,36305812",COM,statistical,1.0
CTCAE,2,"36603414,39158353",COM,statistical,1.0
SynVar,2,"35274687,35612222",COM,statistical,1.0
FLOWERING,2,"37877462,40261966",COM,statistical,1.0
BRENDA,2,"40510764,40548541",COM,ruler,1.0
graph,2,"37501720,37620118",COM,v2_bert,0.51603563
CTNNB1</i,2,"37776009,38674412",COM,statistical,1.0
Bidirectional Encoder Representations,2,"36006843,39213389",FUL,"statistical,v2_bert",0.81559393
PUMA,2,"36702059,39970004",COM,statistical,1.0
InceptionTime,2,"40240387,40456805",COM,statistical,1.0
BioClinicalBERT,2,"37468830,38281112",COM,statistical,1.0
CTDP,2,"34986596,35290070",COM,statistical,1.0
T1D,2,"37561710,39467874",FUL,v2_bert,0.794530375
Profiler,2,"37144459,37624874",COM,v2_bert,0.84426856
PP,2,"39700947,40394075",COM,v2_bert,0.66595485
CORN,2,"36124777,40270708",COM,"statistical,v2_bert",0.813658415
BRAD,2,"34755871,40323323",COM,ruler,1.0
LitVar,2,"35274687,40436186",COM,statistical,1.0
BioASQ,2,"35713500,36973320",COM,statistical,1.0
CTR-DB,2,"34570230,39494527",COM,statistical,1.0
LncRNADisease,2,"35901464,37819033",COM,ruler,1.0
Bilbao Crystallographic Server,2,"39387067,40170958",FUL,statistical,1.0
Public Health Alliance for Genomic Epidemiology,2,"35169842,38860884",FUL,statistical,1.0
POWO,2,"36761504,37646945",COM,statistical,1.0
COVID-1,2,"35468755,36407792",COM,v2_bert,0.684305625
BigSMILES,2,"38605036,39126359",COM,statistical,1.0
MCDS,2,"38731948,39143872",COM,statistical,1.0
BigMouth,2,"35066586,36403193",COM,statistical,1.0
Prokaryotes,2,"34634793,39280079",FUL,statistical,1.0
BOA,2,"36222566,40000696",COM,statistical,1.0
Low-Rank Adaptation,2,"40038399,40421660",FUL,statistical,1.0
PROSPERO,2,"35134099,39190692",COM,statistical,1.0
BRIDGE,2,"35166689,39965244",COM,statistical,1.0
MASCDB,2,"35504919,35606387",COM,statistical,1.0
CREA,2,"38337869,39968408",COM,statistical,1.0
CPPsite,2,"39714579,40582613",COM,ruler,1.0
Protein Data Bank in Europe - Knowledge Base,2,"34755867,38774441",FUL,ruler,1.0
European Chemicals Agency,2,"38349723,38789065",FUL,statistical,1.0
Protein Data Bank in,2,"35507259,36304325",FUL,v2_bert,0.75647038
in,2,"35049334,39970004",COM,v2_bert,0.62192212
European Search Catalogue for Plant Genetic Resources,2,"36189883,38068581",FUL,ruler,1.0
FIGO,2,"35580530,38649693",COM,statistical,1.0
Protein Data Bank Japan,2,"35507259,40133793",FUL,ruler,1.0
CRI,2,"36463874,40199298",COM,statistical,1.0
for,2,"36862304,40000103",FUL,v2_bert,0.535952285
CRIS,2,"35361119,38054713",COM,statistical,1.0
MAM,2,"35085302,36018776",COM,statistical,1.0
exoRBase,2,"34918744,38603733",COM,ruler,1.0
BV-BRC,2,"36350631,38819571",COM,v2_bert,0.9965581
Barcode of Life Data System,2,"38327295,38481855",FUL,v2_bert,0.8359457699999999
CPRiL,2,"35920772,39498494",COM,statistical,1.0
Barcode Index Numbers,2,"38784157,38903959",FUL,statistical,1.0
PRISM,2,"34850112,36279873",COM,statistical,1.0
MAGMA,2,"38305800,39495786",COM,statistical,1.0
MAD,2,"36656159,38909048",COM,statistical,1.0
factor,2,"35495163,40314147",FUL,v2_bert,0.57840368
Bank,2,"34864908,39894387",FUL,v2_bert,0.691015285
CRAFT,2,"39080729,39167508",COM,ruler,1.0
fair-fish,2,"38924085,39444744",COM,v2_bert,0.71674923
MACdb,2,"37027007,38018256",COM,ruler,1.0
SwissADME,2,"37897343,37904411",COM,statistical,1.0
FMS,2,"35338164,40067873",COM,statistical,1.0
System,2,"36835976,37938570",FUL,v2_bert,0.55324255
PROTAC-DB,2,"36300631,39225044",COM,statistical,1.0
CR,2,"37285215,38794841",COM,v2_bert,0.657472775
CPT,2,"36394517,39154445",COM,statistical,1.0
Integrated Probiotic Database,2,"38045645,39741953",FUL,statistical,1.0
Integrating large-scale,2,"39530225,40330097",FUL,statistical,1.0
CPLCA,2,"36356871,38797005",COM,statistical,1.0
FireProtDB,2,"38084013,39259175",COM,ruler,1.0
PRoteomics IDEntifications,2,"34723319,39494541",FUL,v2_bert,0.92508233
SwissDock,2,"37776009,38686803",COM,statistical,1.0
Influenza Research Database,2,"36350631,38819571",FUL,ruler,1.0
CSA,2,"36050394,36441742",COM,ruler,1.0
M13,2,"36867197,39723915",COM,statistical,1.0
FORALL,2,"35354797,37860104",COM,"statistical,v2_bert",0.997368425
Properties,2,"35879368,39209851",FUL,v2_bert,0.7010093049999999
European Congenital Heart Surgeons Association,2,"37410599,37605816",FUL,statistical,1.0
Systematic Evidence Map,2,"38319881,40505091",FUL,statistical,1.0
eq,2,"36947319,38937428",COM,v2_bert,0.70821588
MARVEL,2,"36631981,39341808",COM,statistical,1.0
PSC,2,"35715446,38956385",COM,ruler,1.0
PSF,2,"37666861,37680201",COM,statistical,1.0
COVID-19 Pandemic Database,2,"38808697,39066515",FUL,statistical,1.0
"Eukaryotic Pathogen, Vector and Host Informatics Resource",2,"34718728,37953350",FUL,ruler,1.0
PseAAC,2,"35378437,39714579",COM,statistical,1.0
BTO,2,"39210467,40510764",COM,statistical,1.0
Protein Circular Dichroism Data Bank,2,"34999124,37881887",FUL,ruler,1.0
ProtTrans,2,"34232869,40601255",COM,"statistical,v2_bert",0.9308334
MACE,2,"35576088,39574222",COM,ruler,1.0
Inorganic Crystal Structure Database,2,"35355002,38253529",FUL,statistical,1.0
TIS,2,"38522415,39936323",COM,statistical,1.0
TM,2,"36321857,38324566",COM,v2_bert,0.7164934000000001
CPA,2,"39474789,40023203",COM,statistical,1.0
CRPC,2,"35131885,39717747",COM,statistical,1.0
COlleCtion of Open Natural prodUcTs,2,"38528548,39588778",FUL,ruler,1.0
International Classification of Diseases,2,"35578335,37498874",FUL,statistical,1.0
ProtGraph,2,"39757114,40326271",COM,"statistical,v2_bert",0.9993248
Information about a Biosynthetic Gene cluster,2,"36399496,39657789",FUL,v2_bert,0.881772335
Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services,2,"35491595,40399318",FUL,statistical,1.0
interaction relationships,2,"38600666,40437567",FUL,statistical,1.0
Base,2,"37488166,40231150",FUL,v2_bert,0.580463035
COVID19db,2,"34554255,37503835",COM,ruler,1.0
PS,2,"35164509,39308179",COM,v2_bert,0.632844225
CAR,2,"38861351,40581818",COM,statistical,1.0
ProThermDB,2,"34606614,38084013",COM,ruler,1.0
BugSigDB,2,"37697153,40254830",COM,statistical,1.0
PlantPan,2,"38018256,40219973",COM,statistical,1.0
https://github.com/klebgenomics/Kaptive,2,"37310786,40553506",COM,statistical,1.0
CEG,2,"37220112,37649366",COM,ruler,1.0
PlantPAN,2,"36264496,37897338",COM,ruler,1.0
Structural Classification of Proteins,2,"35411388,40343712",FUL,ruler,1.0
LLM,2,"39154033,39415960",COM,statistical,1.0
PheRS,2,"36083022,39879988",COM,statistical,1.0
LIgase,2,"35857806,36651308",COM,statistical,1.0
CDW,2,"39938017,40436975",COM,statistical,1.0
PlantTFDB,2,"36570897,39616200",COM,ruler,1.0
PlantGenIE.org,2,"39279509,39319989",COM,statistical,1.0
PlantGSAD,2,"34534340,34986604",COM,ruler,1.0
LIS,2,"35037201,39375378",COM,ruler,1.0
FTO,2,"34990463,36882962",COM,statistical,1.0
FAD,2,"35397585,37981176",COM,statistical,1.0
CDDP,2,"35910835,40439616",COM,statistical,1.0
TBGR,2,"35670735,36099158",COM,ruler,1.0
C-C,2,"35397585,36128669",COM,statistical,1.0
PlantRNA,2,"35875176,36196656",COM,ruler,1.0
PheKB,2,"35090449,36451277",COM,ruler,1.0
CHA,2,"37642516,38358995",COM,statistical,1.0
CGE,2,"38656142,40197103",COM,statistical,1.0
KM,2,"37344326,38848143",COM,statistical,1.0
TDB,2,"36748555,40584559",COM,statistical,1.0
KNIME,2,"35643512,36402891",COM,statistical,1.0
CGM,2,"36412016,36602030",COM,statistical,1.0
KOAP,2,"35138443,40146303",COM,v2_bert,0.635876425
LPSN,2,"34634793,34986604",COM,ruler,1.0
Brain-Computer Interfaces,2,"35869138,39572577",FUL,statistical,1.0
https://github.com/sing-group/seda,2,"33237866,38802733",COM,statistical,1.0
PhInd,2,"38247521,39043067",COM,"statistical,v2_bert",0.908227475
CEPH,2,"38141157,38273141",COM,statistical,1.0
Brassicaceae genome resource,2,"35670735,36099158",FUL,v2_bert,0.9942972999999999
PharmCAT,2,"36350094,38055839",COM,statistical,1.0
FSHR,2,"36052994,39773308",COM,statistical,1.0
CFPS,2,"35569121,37800393",COM,statistical,1.0
CFIR,2,"35262714,38606155",COM,statistical,1.0
KSHV,2,"38206015,40019186",COM,statistical,1.0
LLPSDB,2,"34791357,35025997",COM,ruler,1.0
Platform,2,"38506636,40170100",FUL,v2_bert,0.632788825
Plant rDNA database,2,"37602392,37646950",FUL,ruler,1.0
CCSbase,2,"39957787,40597534",COM,statistical,1.0
CA,2,"35137167,39567529",COM,v2_bert,0.6133614700000001
TCMID,2,"37605622,38471316",COM,ruler,1.0
Explorer,2,"35771165,35792893",COM,v2_bert,0.735490175
CAVE,2,"37158271,40205066",COM,statistical,1.0
Express,2,"38862433,40335559",COM,ruler,1.0
TMD,2,"38310531,40996703",COM,statistical,1.0
LBS,2,"35609995,39480820",COM,statistical,1.0
FUSARIUM-ID,2,"34879732,34907805",COM,statistical,1.0
LANaPDB,2,"37895859,39503579",COM,statistical,1.0
Factorbook,2,"34755879,35420132",COM,"statistical,v2_bert",0.9717438199999999
Picea abies L. Karst,2,"39319989,39462439",FUL,statistical,1.0
https://epimedlab.org/crl/,2,"37597309,38815531",COM,statistical,1.0
CASCADE,2,"38442065,39181903",COM,statistical,1.0
PigBiobank,2,"37956339,38312097",COM,statistical,1.0
CASA,2,"36266726,37156762",COM,ruler,1.0
CAS,2,"35559614,40474047",COM,v2_bert,0.7172313699999999
LAMBDA,2,"37289737,39906132",COM,statistical,1.0
Study,2,"36918629,37233759",FUL,v2_bert,0.6108244700000001
CARs-DB,2,"35898309,37676599",COM,statistical,1.0
CART,2,"38269716,40193364",COM,statistical,1.0
Kruskal,2,"38518981,39585730",COM,statistical,1.0
CBE,2,"35163069,37222701",COM,statistical,1.0
CBR,2,"37934748,39942171",COM,statistical,1.0
CAMP,2,"36370097,36834553",COM,ruler,1.0
Plant Metabolic Network,2,"35696079,39558185",COM,ruler,1.0
CACSV,2,"35468810,36922756",COM,statistical,1.0
CCLHunter,2,"37841327,39530327",COM,statistical,1.0
Knowledgebase,2,"37953304,38160837",FUL,v2_bert,0.56805375
CCIs,2,"37566630,40362237",COM,statistical,1.0
CCDUtils,2,"38042830,40100137",COM,statistical,1.0
TCR,2,"36717789,39631392",COM,statistical,1.0
KoGES,2,"38574826,38754474",COM,v2_bert,0.87347195
LENS,2,"37184881,39695257",COM,statistical,1.0
Phosphorus,2,"35547777,35787295",COM,statistical,1.0
CC,2,"37768271,40399664",COM,v2_bert,0.7223058849999999
CBT,2,"37343397,39349503",COM,statistical,1.0
CAFA3,2,"33306472,37291492",COM,statistical,1.0
LE,2,"36284750,38132796",COM,v2_bert,0.5209510500000001
LDL,2,"38319925,39602359",COM,statistical,1.0
CAID Prediction Portal,2,"37246642,40054813",FUL,statistical,1.0
Phylobone,2,"37580331,38614461",COM,ruler,1.0
LRGASP,2,"36420896,38937428",COM,statistical,1.0
PoS,2,"36732862,40155413",FUL,statistical,1.0
Pan-Cancer Proteome Atlas,2,"40446800,40513574",FUL,statistical,1.0
PanglaoDB,2,"34320637,36848584",COM,statistical,1.0
THEN,2,"38319925,40029291",COM,statistical,1.0
Pro,2,"38422081,39706831",COM,statistical,1.0
PandaOmics,2,"37100462,38404138",COM,"statistical,v2_bert",0.8887003
European Variation Archive,2,"34718739,40214100",FUL,ruler,1.0
Extractor,2,"36425989,38658131",FUL,v2_bert,0.5588625
Surgeons,2,"38522772,39703384",FUL,v2_bert,0.58423735
COBRApy,2,"35201291,37279743",COM,statistical,1.0
JAPAN Critical Limb Ischemia Database,2,"36310740,38628931",FUL,statistical,1.0
JBrowse 2,2,"37069644,39126338",COM,v2_bert,0.93958975
COGs,2,"38426351,39494517",COM,ruler,1.0
CNO,2,"37427755,39910310",COM,statistical,1.0
Particle Swarm Optimisation,2,"37566590,38007558",FUL,statistical,1.0
CNC,2,"39738661,40677252",COM,statistical,1.0
Partnership,2,"35526046,37968063",FUL,v2_bert,0.519466195
StreaMD,2,"39501332,39716216",COM,statistical,1.0
CN,2,"35524475,38909057",COM,v2_bert,0.794310415
FAVOR,2,"36350676,38573379",COM,ruler,1.0
FastQC,2,"38734729,39278463",COM,statistical,1.0
BioVU,2,"36451277,39879988",COM,statistical,1.0
ProForma,2,"35290070,39514576",COM,statistical,1.0
PoSSuM,2,"38016694,40728616",COM,ruler,1.0
PanGenome,2,"35616118,39400346",COM,statistical,1.0
CONUS,2,"38609423,39632886",COM,"statistical,v2_bert",0.99264575
i.e,2,"36795731,38816758",COM,statistical,1.0
T1D.,2,"37561710,40117445",COM,statistical,1.0
CONP,2,"37024500,37498959",COM,statistical,1.0
COMT,2,"36232367,39727910",COM,statistical,1.0
COMPAS,2,"35881922,38758092",COM,"statistical,v2_bert",0.95848405
hIAPP,2,"36638829,38097650",COM,statistical,1.0
PanEffect,2,"38337024,39243017",COM,statistical,1.0
ProPan,2,"36169225,36420893",COM,ruler,1.0
Linear Discriminant Analysis,2,"36593267,39994539",FUL,statistical,1.0
FPIA,2,"34985769,36346584",COM,ruler,1.0
hPSCreg,2,"35522426,38067184",COM,ruler,1.0
COMBAT,2,"35138128,36353986",COM,statistical,1.0
FCN,2,"40095417,40456805",COM,statistical,1.0
LinkedOmicsKB,2,"37619559,39812750",COM,statistical,1.0
ProKinO,2,"35525549,38077442",COM,ruler,1.0
Islander,2,"37901663,39069925",COM,ruler,1.0
IsoArcH,2,"37383766,38020428",COM,ruler,1.0
SureChEMBL,2,"37151295,39095357",COM,ruler,1.0
Japan Agency for Medical Research and Development,2,"36138192,40666496",FUL,statistical,1.0
CML,2,"35637523,36435886",COM,statistical,1.0
Fast Health Interoperability Resources,2,"38682516,38682520",FUL,statistical,1.0
CIC,2,"40211375,40359222",COM,statistical,1.0
BovReg,2,"37216666,38989833",COM,statistical,1.0
Brain,2,"38532024,39487161",FUL,v2_bert,0.557771515
LUAD,2,"37491302,39793886",COM,statistical,1.0
PolyPhen-2,2,"35398963,35639618",COM,statistical,1.0
Brain Cell Atlas,2,"38092916,39095595",FUL,"statistical,v2_bert",0.7882453
LTM,2,"35306140,36321857",COM,statistical,1.0
Brain Image Library,2,"36571479,39528496",FUL,statistical,1.0
KID,2,"36373241,36447388",COM,ruler,1.0
CMDB,2,"35871305,37670858",COM,ruler,1.0
CHESS,2,"37904256,40119728",COM,ruler,1.0
FAIRify,2,"35418585,36463884",COM,statistical,1.0
CHEM,2,"35849027,37385326",COM,statistical,1.0
PoSSuMds,2,"38016694,40728616",COM,v2_bert,0.92365879
LSTM,2,"35688892,40315417",COM,statistical,1.0
PoSSuMAg,2,"38016694,40728616",COM,v2_bert,0.69393456
LSD,2,"37789481,38462130",COM,ruler,1.0
PfAgo,2,"39582041,40090257",COM,statistical,1.0
ExoBCD,2,"36271888,38644519",COM,ruler,1.0
TADA,2,"35232478,38060257",COM,statistical,1.0
http://onlinelibrary.wiley.com/doi/10.1111/bph.16176,2,"38123153,38123154",COM,statistical,1.0
BonnMu,2,"34586393,39453608",COM,statistical,1.0
PathoYeastract,2,"35524130,36350610",COM,ruler,1.0
Pathogen-Host Interactions Database,2,"34788826,39588765",FUL,statistical,1.0
Biomedical Named Entity Recognition,2,"36621289,39312441",FUL,statistical,1.0
Streamlit,2,"39633594,39842990",COM,"statistical,v2_bert",0.938534975
Support Vector Machines,2,"35246582,38336980",FUL,statistical,1.0
LeishMANIAdb,2,"37935582,38242685",COM,ruler,1.0
Leiden Open Variation Database,2,"37845247,39231257",FUL,statistical,1.0
CKB,2,"36312370,37870428",COM,statistical,1.0
https://research.bioinformatics.udel.edu/iSyTE/,2,"37191732,39240515",COM,statistical,1.0
CITEdb,2,"36179089,37933152",COM,statistical,1.0
CIPHER,2,"36882092,38481028",COM,statistical,1.0
Latin American Natural Product Database,2,"37895859,39503579",FUL,"statistical,v2_bert",0.96723348
Language,2,"36622559,38662184",COM,statistical,1.0
CIP,2,"36794213,39408896",COM,statistical,1.0
KB,2,"36312370,38800073",COM,v2_bert,0.640465865
CIMA,2,"35729167,39746849",COM,"statistical,v2_bert",0.9994158
KBase,2,"36376589,36857575",COM,v2_bert,0.75631695
ECMO,2,"36004908,36941722",COM,statistical,1.0
FunOMIC,2,"35891785,40055808",COM,statistical,1.0
CUT&RUN,2,"35193506,40013513",COM,statistical,1.0
SF,2,"35298521,39418247",COM,v2_bert,0.69394493
Global Rainfall Erosivity Database,2,"37636128,39809781",FUL,statistical,1.0
EPO,2,"36039080,36095527",COM,statistical,1.0
GDV,2,"36370100,39937662",COM,statistical,1.0
DRAM,2,"36857575,38426351",COM,statistical,1.0
ViPR,2,"36350631,38819571",COM,ruler,1.0
DPSM,2,"38082113,39088548",COM,statistical,1.0
VinDr,2,"35858929,37173336",COM,statistical,1.0
DOPA,2,"35980175,37839651",COM,statistical,1.0
The Maize Genetics and Genomics Database,2,"39151939,39611775",FUL,ruler,1.0
DOCK,2,"38814564,39757424",COM,statistical,1.0
GnRH,2,"35032286,36542312",COM,statistical,1.0
ERA5,2,"38702300,39939321",COM,statistical,1.0
VirulenceFinder,2,"38329344,38656142",COM,statistical,1.0
SICdb,2,"38548745,38763952",COM,statistical,1.0
GproteinDb,2,"34570219,34986604",COM,ruler,1.0
DNA,2,"35390717,36373241",FUL,v2_bert,0.56563965
SIB,2,"34850820,37878411",COM,v2_bert,0.5871933199999999
The Genome Taxonomy Database,2,"34520557,36125864",FUL,ruler,1.0
SHapley Additive exPlanations,2,"37149650,40467750",FUL,statistical,1.0
ESA,2,"37440484,38855791",COM,statistical,1.0
VitViz,2,"35111182,36340350",COM,statistical,1.0
VitalDB,2,"35676300,36844249",COM,statistical,1.0
Graph2VR,2,"38554132,40392751",COM,v2_bert,0.99335535
DIVA,2,"35382957,39460279",COM,statistical,1.0
DIRECT,2,"35390717,38665141",COM,statistical,1.0
W,2,"37313017,39633813",COM,v2_bert,0.770847175
SFUSED,2,"38333059,40182799",COM,statistical,1.0
DS,2,"40130027,40359222",COM,v2_bert,0.7103782999999999
Vector and Host Informatics Resource,2,"34718728,37953350",FUL,v2_bert,0.99701995
GECKO,2,"35773252,38238583",COM,v2_bert,0.9252679500000001
EORTC,2,"35585228,37793303",COM,statistical,1.0
Database Record,2,"35191723,36877476",FUL,v2_bert,0.747065525
ThermoMutDB,2,"35021190,38084013",COM,ruler,1.0
DataSHIELD,2,"38398771,39673440",COM,statistical,1.0
DataLad,2,"37024500,37277500",COM,statistical,1.0
DataDerm,2,"37024051,38936667",COM,statistical,1.0
Data Repository of Antimicrobial Peptides,2,"34390348,39526377",FUL,ruler,1.0
SOMA,2,"38862028,38862509",COM,statistical,1.0
Data Bank of Japan,2,"34751405,37971299",FUL,v2_bert,0.82834008
SODB,2,"36797409,38135744",COM,ruler,1.0
SOD,2,"38301367,39787666",COM,statistical,1.0
Dan340,2,"36824505,39108678",COM,statistical,1.0
Global Core Biodata Resource,2,"39441075,39470737",FUL,statistical,1.0
DX,2,"35595759,39784310",COM,ruler,1.0
Global Natural Products Social Molecular Networking,2,"36156625,40249845",FUL,ruler,1.0
SNFG,2,"36648443,39134728",COM,statistical,1.0
SNA,2,"35312341,40019314",COM,"statistical,v2_bert",0.807828635
DTX,2,"35366888,39154445",COM,statistical,1.0
SMOS,2,"35242947,37684228",COM,statistical,1.0
Global Integrative Network,2,"38218959,39521772",FUL,statistical,1.0
SMDB,2,"37208450,37216588",COM,ruler,1.0
DSSTox,2,"36215146,37194699",COM,ruler,1.0
Sight,2,"36138192,37780991",COM,statistical,1.0
SMAll,2,"38478526,40316178",COM,statistical,1.0
DSMZ,2,"36134710,39373542",COM,statistical,1.0
DSM,2,"37236983,37696878",COM,statistical,1.0
DSLR,2,"36604492,36819896",COM,statistical,1.0
WDPCHS,2,"35238707,39238261",COM,v2_bert,0.99545768
DIAMOND,2,"37244908,39038936",COM,statistical,1.0
D21S11,2,"36553472,37219673",COM,statistical,1.0
SERS)-based,2,"36332335,39233482",COM,statistical,1.0
SCP,2,"37819028,39998613",COM,statistical,1.0
DCGAN,2,"38724911,39979443",COM,statistical,1.0
HCoV,2,"39499968,40602433",COM,statistical,1.0
HCoVs,2,"38355661,38653491",COM,statistical,1.0
DBpedia,2,"37142627,38017587",COM,statistical,1.0
Single Nucleotide Polymorphism Database,2,"39126204,39530225",FUL,statistical,1.0
DBSCAN,2,"37608081,39700114",COM,"statistical,v2_bert",0.86086938
Thai pharmacogenomics database,2,"38853370,39449569",FUL,v2_bert,0.8976046
DBH,2,"37438994,38177188",COM,statistical,1.0
HDHL,2,"35565847,39941989",COM,statistical,1.0
SCM,2,"35104413,35368672",COM,statistical,1.0
Winner,2,"37660194,38632050",COM,statistical,1.0
GBC,2,"37069653,38015968",COM,"statistical,v2_bert",0.86052692
ESTS,2,"37589648,38460190",COM,statistical,1.0
Word2Vec,2,"37225853,39423226",COM,statistical,1.0
HEAT,2,"36932363,39203562",COM,statistical,1.0
WorkflowHub,2,"39854281,40884802",COM,statistical,1.0
ETCM,2,"37425046,38471316",COM,ruler,1.0
World Database for Pediatric,2,"35238707,39238261",FUL,v2_bert,0.8223563
GARD,2,"36028515,39695257",COM,statistical,1.0
DAMP,2,"37074080,40281125",COM,statistical,1.0
SCD,2,"35363306,38918435",COM,"statistical,v2_bert",0.83537485
DAARD,2,"39044201,39079280",COM,statistical,1.0
SCAN,2,"37930842,40251693",COM,statistical,1.0
WormBase,2,"35380658,39910777",COM,ruler,1.0
HERV,2,"37255431,38232391",COM,statistical,1.0
X,2,"36370099,40433759",COM,v2_bert,0.6424970050000001
DDBJ Center,2,"34751405,39380489",COM,v2_bert,0.996594635
HCDT,2,"36420558,40281032",COM,ruler,1.0
DDInter,2,"34634800,39180399",COM,statistical,1.0
SEDA,2,"33237866,38802733",COM,statistical,1.0
GCBR,2,"37941124,38376816",COM,statistical,1.0
GutBug,2,"37356904,39944117",COM,statistical,1.0
SEPDB,2,"38345567,38531600",COM,statistical,1.0
GvHD,2,"35476961,39131155",COM,statistical,1.0
H&E)-stained,2,"38486039,39096105",COM,statistical,1.0
DGR,2,"37007474,38792854",COM,statistical,1.0
SEMA,2,"38742639,38914788",COM,"statistical,v2_bert",0.8332895
SEM,2,"38319881,38668966",COM,statistical,1.0
DGA,2,"38155169,38172563",COM,ruler,1.0
WOS,2,"36673842,36833778",COM,statistical,1.0
The Cancer Genomic Atlas,2,"39085735,39289237",FUL,statistical,1.0
HADDOCK,2,"38886530,40526044",COM,statistical,1.0
ESG,2,"37577734,39732964",COM,statistical,1.0
