pmid,source,ling_score
29186322,linguistic,5.0
27043825,linguistic,5.0
31996844,linguistic,5.0
29186338,linguistic,6.0
28049134,linguistic,4.0
27049721,linguistic,4.0
31784310,linguistic,3.0
29487113,linguistic,5.0
29485625,linguistic,5.0
31979981,linguistic,3.0
29520288,linguistic,5.0
24767249,linguistic,5.0
29461516,linguistic,3.0
34930224,linguistic,4.0
34930116,linguistic,3.0
31972373,linguistic,5.0
25888240,linguistic,6.0
23095257,linguistic,7.0
26989155,linguistic,6.0
27224906,linguistic,4.0
31434941,linguistic,3.0
25348212,linguistic,5.0
29433427,linguistic,8.0
34911571,linguistic,3.0
22110030,linguistic,5.0
30767777,linguistic,5.0
22130590,linguistic,4.0
31924160,linguistic,3.0
26946289,linguistic,3.0
31913853,linguistic,4.0
31097708,linguistic,3.0
26933452,linguistic,5.0
22301074,linguistic,5.0
29385418,linguistic,10.0
29785409,linguistic,4.0
25266226,linguistic,4.0
31998366,linguistic,3.0
31901979,linguistic,5.0
29316788,linguistic,3.0
26911352,linguistic,3.0
29541361,linguistic,3.0
26909679,linguistic,5.0
30382115,linguistic,3.0
24131510,linguistic,5.0
26415725,linguistic,7.0
31950189,linguistic,3.0
31680154,linguistic,4.0
31588507,linguistic,5.0
31504780,linguistic,5.0
31733064,linguistic,4.0
31701131,linguistic,6.0
31691819,linguistic,9.0
31647096,linguistic,5.0
31511885,linguistic,8.0
31495872,linguistic,3.0
32219412,linguistic,3.0
31960040,linguistic,5.0
31701128,linguistic,3.0
31647099,linguistic,3.0
32133509,linguistic,6.0
31797628,linguistic,3.0
31642470,linguistic,4.0
31452162,linguistic,4.0
33186463,linguistic,6.0
32608478,linguistic,8.0
32128558,linguistic,7.0
31754718,linguistic,5.0
31724711,linguistic,4.0
31665499,linguistic,3.0
31642484,linguistic,4.0
31555805,linguistic,3.0
31290943,linguistic,7.0
31197310,linguistic,5.0
32754757,linguistic,5.0
32696355,linguistic,3.0
32681639,linguistic,4.0
32510565,linguistic,7.0
32294195,linguistic,6.0
31670377,linguistic,3.0
31665429,linguistic,7.0
29985439,linguistic,3.0
29390084,linguistic,6.0
28961756,linguistic,3.0
29370821,linguistic,3.0
29364985,linguistic,6.0
31887789,linguistic,6.0
26887375,linguistic,5.0
24313344,linguistic,3.0
26888907,linguistic,5.0
27153700,linguistic,7.0
29351734,linguistic,6.0
30295728,linguistic,5.0
34848704,linguistic,3.0
34323935,linguistic,5.0
34260718,linguistic,5.0
34487148,linguistic,6.0
34165490,linguistic,7.0
34463706,linguistic,4.0
34323948,linguistic,5.0
34614189,linguistic,4.0
34406385,linguistic,4.0
34390577,linguistic,5.0
34499096,linguistic,4.0
34375392,linguistic,3.0
34185062,linguistic,5.0
34146104,linguistic,5.0
34132767,linguistic,7.0
27153567,linguistic,4.0
23014715,linguistic,5.0
31396192,linguistic,3.0
34844637,linguistic,5.0
34843456,linguistic,3.0
29796383,linguistic,3.0
30343662,linguistic,3.0
25149689,linguistic,4.0
24316577,linguistic,3.0
28510698,linguistic,8.0
34838134,linguistic,3.0
30674983,linguistic,3.0
28651363,linguistic,5.0
29328995,linguistic,6.0
25809845,linguistic,4.0
26803163,linguistic,7.0
30576486,linguistic,8.0
30239681,linguistic,4.0
29905762,linguistic,3.0
29140473,linguistic,3.0
29059383,linguistic,5.0
29036683,linguistic,10.0
29036653,linguistic,5.0
29961820,linguistic,4.0
29069520,linguistic,7.0
29059333,linguistic,5.0
30010730,linguistic,5.0
29982559,linguistic,4.0
29961817,linguistic,7.0
29617745,linguistic,3.0
29140510,linguistic,3.0
29136200,linguistic,3.0
29106664,linguistic,4.0
29106616,linguistic,6.0
29846545,linguistic,3.0
29194536,linguistic,4.0
29106611,linguistic,4.0
29045725,linguistic,6.0
29045713,linguistic,6.0
29040670,linguistic,3.0
29036529,linguistic,4.0
28977518,linguistic,6.0
29761469,linguistic,3.0
29688375,linguistic,4.0
29194489,linguistic,4.0
29156005,linguistic,4.0
29140464,linguistic,5.0
29136208,linguistic,3.0
29126216,linguistic,5.0
29112718,linguistic,3.0
29077937,linguistic,10.0
29069459,linguistic,6.0
29069441,linguistic,4.0
29059320,linguistic,6.0
29036590,linguistic,3.0
29788225,linguistic,5.0
29688360,linguistic,3.0
29177508,linguistic,5.0
29140520,linguistic,5.0
29040625,linguistic,7.0
28985416,linguistic,4.0
28977551,linguistic,6.0
28977473,linguistic,4.0
34799678,linguistic,4.0
34788021,linguistic,5.0
34788279,linguistic,4.0
34789335,linguistic,4.0
23595662,linguistic,6.0
29278730,linguistic,5.0
31844835,linguistic,4.0
28566103,linguistic,3.0
23514123,linguistic,3.0
29257129,linguistic,5.0
31286135,linguistic,4.0
31263866,linguistic,3.0
31711193,linguistic,6.0
31233141,linguistic,5.0
30942869,linguistic,4.0
30386216,linguistic,3.0
30931480,linguistic,4.0
31783725,linguistic,3.0
23203890,linguistic,3.0
27008011,linguistic,4.0
31775730,linguistic,3.0
30054217,linguistic,3.0
30666250,linguistic,3.0
34849207,linguistic,3.0
30357405,linguistic,3.0
28334930,linguistic,3.0
22618878,linguistic,3.0
24843289,linguistic,6.0
34877226,linguistic,3.0
31507268,linguistic,3.0
31803189,linguistic,3.0
28107819,linguistic,3.0
26737662,linguistic,3.0
24077912,linguistic,3.0
29544777,linguistic,5.0
28961690,linguistic,5.0
29197720,linguistic,3.0
34791104,linguistic,3.0
34117875,linguistic,4.0
34117863,linguistic,6.0
34015821,linguistic,6.0
34352075,linguistic,3.0
34964730,linguistic,3.0
34725391,linguistic,4.0
34013329,linguistic,4.0
34180954,linguistic,4.0
34015823,linguistic,3.0
34009308,linguistic,7.0
31056509,linguistic,4.0
34618085,linguistic,5.0
34184738,linguistic,7.0
34037702,linguistic,7.0
34259329,linguistic,4.0
34086858,linguistic,4.0
33964156,linguistic,6.0
29234333,linguistic,5.0
29352322,linguistic,3.0
34714871,linguistic,3.0
29178828,linguistic,4.0
21737439,linguistic,5.0
34706638,linguistic,5.0
29201145,linguistic,3.0
34702851,linguistic,5.0
31762961,linguistic,4.0
34849195,linguistic,4.0
34740063,linguistic,4.0
29504895,linguistic,5.0
29155231,linguistic,6.0
30872350,linguistic,3.0
26607947,linguistic,7.0
31225861,linguistic,4.0
30949679,linguistic,8.0
31161214,linguistic,7.0
31070721,linguistic,4.0
31225863,linguistic,5.0
31077305,linguistic,4.0
31099399,linguistic,6.0
24312499,linguistic,6.0
31733823,linguistic,3.0
29605850,linguistic,4.0
29129553,linguistic,3.0
31677971,linguistic,5.0
31667690,linguistic,6.0
22712730,linguistic,5.0
29126995,linguistic,3.0
34663069,linguistic,5.0
34663829,linguistic,3.0
26578601,linguistic,5.0
26578696,linguistic,4.0
34656169,linguistic,4.0
34653224,linguistic,4.0
31648227,linguistic,3.0
29092931,linguistic,4.0
29036655,linguistic,10.0
24253300,linguistic,5.0
21624162,linguistic,3.0
26553798,linguistic,7.0
31641158,linguistic,4.0
30155820,linguistic,3.0
28992259,linguistic,3.0
34636737,linguistic,3.0
30794647,linguistic,3.0
25888923,linguistic,3.0
32629327,linguistic,3.0
28168018,linguistic,3.0
26527722,linguistic,3.0
22180410,linguistic,4.0
30375473,linguistic,4.0
24203705,linguistic,4.0
31067315,linguistic,3.0
23937709,linguistic,3.0
31442673,linguistic,3.0
26496950,linguistic,8.0
24165881,linguistic,4.0
23189029,linguistic,10.0
26455268,linguistic,4.0
27863955,linguistic,3.0
29528370,linguistic,5.0
31649730,linguistic,3.0
26481356,linguistic,6.0
26481352,linguistic,5.0
29029599,linguistic,6.0
28192130,linguistic,3.0
31594943,linguistic,5.0
34600480,linguistic,6.0
26476458,linguistic,3.0
25881165,linguistic,5.0
34651181,linguistic,4.0
34814330,linguistic,7.0
34814627,linguistic,3.0
31444973,linguistic,4.0
34583740,linguistic,3.0
26450948,linguistic,3.0
30793173,linguistic,4.0
31917259,linguistic,5.0
30903182,linguistic,7.0
30851093,linguistic,7.0
30903148,linguistic,6.0
30821316,linguistic,6.0
34580179,linguistic,6.0
34579792,linguistic,4.0
34570769,linguistic,4.0
26450965,linguistic,5.0
28984188,linguistic,7.0
28701187,linguistic,3.0
28549078,linguistic,5.0
34563256,linguistic,4.0
31593887,linguistic,3.0
28974472,linguistic,4.0
26433225,linguistic,5.0
29293556,linguistic,3.0
28962576,linguistic,3.0
31560645,linguistic,3.0
31558563,linguistic,3.0
31611909,linguistic,6.0
26424083,linguistic,3.0
31524396,linguistic,3.0
22110026,linguistic,3.0
28859252,linguistic,4.0
28453650,linguistic,5.0
26394715,linguistic,3.0
21310745,linguistic,4.0
29032233,linguistic,3.0
23874379,linguistic,3.0
24303032,linguistic,3.0
34630938,linguistic,3.0
29272359,linguistic,5.0
34525303,linguistic,3.0
34526078,linguistic,3.0
25102069,linguistic,5.0
23407358,linguistic,4.0
34521345,linguistic,5.0
24143170,linguistic,4.0
29167738,linguistic,3.0
26691694,linguistic,4.0
34507528,linguistic,3.0
22581653,linguistic,3.0
26342919,linguistic,5.0
23985157,linguistic,5.0
26322998,linguistic,7.0
34496955,linguistic,5.0
29092929,linguistic,3.0
28472345,linguistic,9.0
28498928,linguistic,4.0
28481982,linguistic,5.0
34557218,linguistic,5.0
26317619,linguistic,7.0
34509701,linguistic,3.0
29049280,linguistic,4.0
31477007,linguistic,8.0
28875065,linguistic,8.0
30668638,linguistic,8.0
30689723,linguistic,5.0
30657872,linguistic,6.0
30844057,linguistic,7.0
30668641,linguistic,5.0
21370079,linguistic,3.0
34475414,linguistic,4.0
33876217,linguistic,5.0
33834190,linguistic,3.0
33704425,linguistic,5.0
33787851,linguistic,6.0
33734315,linguistic,4.0
33634313,linguistic,5.0
33824954,linguistic,5.0
34469455,linguistic,4.0
33576798,linguistic,7.0
33576390,linguistic,4.0
33734313,linguistic,6.0
31796413,linguistic,4.0
24955134,linguistic,4.0
31454399,linguistic,3.0
26275895,linguistic,7.0
28582481,linguistic,5.0
28472372,linguistic,7.0
28535296,linguistic,7.0
34453697,linguistic,3.0
27150811,linguistic,5.0
22804825,linguistic,5.0
23226516,linguistic,6.0
31338829,linguistic,4.0
34522291,linguistic,6.0
23256906,linguistic,3.0
34433415,linguistic,7.0
34428951,linguistic,3.0
28966675,linguistic,4.0
34504503,linguistic,4.0
34425882,linguistic,3.0
31416842,linguistic,5.0
25969450,linguistic,4.0
21258060,linguistic,4.0
28960548,linguistic,5.0
31364357,linguistic,3.0
34418956,linguistic,5.0
24799435,linguistic,3.0
26193336,linguistic,5.0
28407033,linguistic,4.0
34406119,linguistic,6.0
34474309,linguistic,6.0
31151998,linguistic,3.0
22857267,linguistic,5.0
25987568,linguistic,3.0
26491386,linguistic,3.0
27561358,linguistic,3.0
26130332,linguistic,5.0
31282937,linguistic,3.0
30534948,linguistic,5.0
29788510,linguistic,4.0
34378957,linguistic,3.0
34389500,linguistic,3.0
27532626,linguistic,5.0
34388468,linguistic,5.0
31076584,linguistic,3.0
26123534,linguistic,3.0
23517090,linguistic,3.0
23193261,linguistic,5.0
27742664,linguistic,3.0
34358228,linguistic,4.0
24438389,linguistic,4.0
31793016,linguistic,3.0
34344372,linguistic,3.0
31517233,linguistic,5.0
31406905,linguistic,3.0
34408730,linguistic,5.0
34240464,linguistic,5.0
34408729,linguistic,5.0
34386815,linguistic,5.0
31159795,linguistic,4.0
28591841,linguistic,5.0
28838067,linguistic,4.0
28459991,linguistic,4.0
28499008,linguistic,5.0
31307376,linguistic,9.0
34339812,linguistic,4.0
29304726,linguistic,3.0
28603918,linguistic,4.0
30094004,linguistic,4.0
31114876,linguistic,6.0
28651544,linguistic,5.0
28651001,linguistic,4.0
33941085,linguistic,4.0
31296229,linguistic,5.0
21779320,linguistic,4.0
28641017,linguistic,3.0
31287816,linguistic,4.0
28432803,linguistic,3.0
26030752,linguistic,5.0
22067445,linguistic,4.0
34301175,linguistic,5.0
34292965,linguistic,4.0
31180159,linguistic,3.0
29978613,linguistic,3.0
31265791,linguistic,3.0
31114875,linguistic,6.0
31045208,linguistic,6.0
31259547,linguistic,3.0
30517594,linguistic,5.0
31114925,linguistic,7.0
31073612,linguistic,6.0
28968784,linguistic,4.0
34282143,linguistic,3.0
21306991,linguistic,4.0
26391627,linguistic,3.0
29409535,linguistic,4.0
31439493,linguistic,3.0
34284136,linguistic,5.0
28592293,linguistic,7.0
28592645,linguistic,3.0
34273949,linguistic,4.0
30688299,linguistic,4.0
26379229,linguistic,3.0
22434840,linguistic,5.0
25355513,linguistic,3.0
28387819,linguistic,5.0
25970601,linguistic,4.0
27378292,linguistic,7.0
34261540,linguistic,4.0
24852251,linguistic,4.0
28432734,linguistic,4.0
28130228,linguistic,5.0
26005672,linguistic,4.0
22984983,linguistic,6.0
28562632,linguistic,4.0
28761062,linguistic,3.0
23249167,linguistic,3.0
28002428,linguistic,3.0
29961849,linguistic,3.0
31002564,linguistic,3.0
31657565,linguistic,4.0
30963287,linguistic,6.0
28539606,linguistic,4.0
25069839,linguistic,4.0
27573308,linguistic,4.0
21775307,linguistic,3.0
34262351,linguistic,3.0
22616108,linguistic,5.0
21569281,linguistic,4.0
34229612,linguistic,3.0
31189922,linguistic,4.0
31189166,linguistic,3.0
25879163,linguistic,7.0
29986020,linguistic,4.0
25945037,linguistic,7.0
31177403,linguistic,3.0
34215782,linguistic,3.0
34213323,linguistic,3.0
21603090,linguistic,3.0
34252933,linguistic,5.0
34252921,linguistic,5.0
33999203,linguistic,3.0
33988716,linguistic,4.0
33978743,linguistic,4.0
33963869,linguistic,5.0
33963857,linguistic,6.0
33104194,linguistic,4.0
33098410,linguistic,4.0
32442279,linguistic,4.0
34252949,linguistic,7.0
34048578,linguistic,3.0
34019664,linguistic,5.0
33950201,linguistic,3.0
33381797,linguistic,5.0
33341884,linguistic,4.0
33051675,linguistic,4.0
34278324,linguistic,3.0
34037802,linguistic,4.0
34019655,linguistic,3.0
33119075,linguistic,7.0
34252971,linguistic,4.0
34125897,linguistic,4.0
34086933,linguistic,7.0
34019656,linguistic,4.0
33212503,linguistic,6.0
34038559,linguistic,5.0
33999207,linguistic,5.0
33200776,linguistic,4.0
31562102,linguistic,4.0
34293850,linguistic,3.0
34235898,linguistic,4.0
34023887,linguistic,5.0
33264391,linguistic,3.0
33227814,linguistic,5.0
33059369,linguistic,6.0
28502574,linguistic,4.0
31127124,linguistic,6.0
26048563,linguistic,5.0
25828689,linguistic,4.0
31164042,linguistic,8.0
31214208,linguistic,3.0
25260589,linguistic,3.0
34187366,linguistic,3.0
34214659,linguistic,4.0
34188160,linguistic,8.0
34183042,linguistic,3.0
30830739,linguistic,3.0
25853886,linguistic,5.0
28473704,linguistic,3.0
25905099,linguistic,6.0
28533016,linguistic,4.0
28529077,linguistic,4.0
26704706,linguistic,3.0
31142855,linguistic,4.0
31142362,linguistic,3.0
28416714,linguistic,3.0
28529078,linguistic,3.0
30841853,linguistic,3.0
28454513,linguistic,7.0
21372341,linguistic,6.0
23457042,linguistic,10.0
34157965,linguistic,3.0
34158507,linguistic,3.0
28446463,linguistic,3.0
21624159,linguistic,7.0
25889518,linguistic,3.0
34154618,linguistic,3.0
28438161,linguistic,7.0
31123286,linguistic,3.0
25887485,linguistic,3.0
31113817,linguistic,3.0
23715893,linguistic,4.0
28420402,linguistic,5.0
25540777,linguistic,3.0
34134783,linguistic,3.0
34132422,linguistic,7.0
29195078,linguistic,3.0
25863339,linguistic,5.0
22232598,linguistic,5.0
34078215,linguistic,4.0
32077858,linguistic,4.0
25182954,linguistic,3.0
31092193,linguistic,6.0
31091262,linguistic,5.0
34194678,linguistic,3.0
34125850,linguistic,3.0
28403240,linguistic,3.0
26306864,linguistic,3.0
34208327,linguistic,5.0
24372041,linguistic,5.0
34112240,linguistic,5.0
28765725,linguistic,3.0
31096089,linguistic,4.0
34108470,linguistic,6.0
28376796,linguistic,4.0
34101722,linguistic,5.0
21649883,linguistic,4.0
24642064,linguistic,4.0
25725063,linguistic,6.0
28529706,linguistic,5.0
30304355,linguistic,7.0
30637945,linguistic,5.0
31096452,linguistic,3.0
25398903,linguistic,4.0
34081399,linguistic,7.0
31052310,linguistic,4.0
31581246,linguistic,3.0
31036810,linguistic,4.0
34078267,linguistic,4.0
34184051,linguistic,6.0
33759252,linguistic,3.0
33279968,linguistic,4.0
34016708,linguistic,5.0
33905492,linguistic,4.0
34058973,linguistic,9.0
31029701,linguistic,4.0
29527288,linguistic,4.0
22563070,linguistic,6.0
30783007,linguistic,5.0
25712690,linguistic,7.0
24225321,linguistic,6.0
28299908,linguistic,4.0
31571872,linguistic,3.0
27907142,linguistic,3.0
22611296,linguistic,7.0
34104357,linguistic,3.0
34039412,linguistic,4.0
34058988,linguistic,4.0
34034647,linguistic,3.0
24848012,linguistic,9.0
34229210,linguistic,4.0
29483591,linguistic,4.0
28280852,linguistic,4.0
29605860,linguistic,3.0
21961884,linguistic,7.0
22102585,linguistic,4.0
24816342,linguistic,5.0
34016050,linguistic,6.0
27503118,linguistic,3.0
30371825,linguistic,5.0
30971690,linguistic,3.0
27451428,linguistic,5.0
23230006,linguistic,4.0
28193156,linguistic,3.0
33993461,linguistic,5.0
22711790,linguistic,5.0
23220575,linguistic,5.0
31443733,linguistic,6.0
33985433,linguistic,7.0
34054725,linguistic,3.0
23193293,linguistic,3.0
30219844,linguistic,6.0
30169737,linguistic,7.0
30759212,linguistic,4.0
30821128,linguistic,3.0
30942868,linguistic,6.0
29028892,linguistic,4.0
25789152,linguistic,3.0
24217916,linguistic,3.0
23737449,linguistic,5.0
33969520,linguistic,3.0
29253110,linguistic,5.0
25740498,linguistic,3.0
25593348,linguistic,4.0
24489955,linguistic,5.0
23161681,linguistic,4.0
30926570,linguistic,4.0
22140107,linguistic,3.0
28178937,linguistic,6.0
34025601,linguistic,5.0
30639259,linguistic,3.0
26936607,linguistic,3.0
32074470,linguistic,5.0
30898084,linguistic,3.0
25534749,linguistic,7.0
30893816,linguistic,7.0
25526212,linguistic,5.0
28180281,linguistic,4.0
25903923,linguistic,4.0
25518851,linguistic,5.0
34020536,linguistic,5.0
33355662,linguistic,6.0
32818262,linguistic,5.0
34241085,linguistic,5.0
33973408,linguistic,5.0
33305310,linguistic,5.0
33107913,linguistic,5.0
32778890,linguistic,6.0
32745209,linguistic,7.0
34048546,linguistic,4.0
34020544,linguistic,4.0
32926138,linguistic,5.0
32840568,linguistic,5.0
32821910,linguistic,7.0
32510568,linguistic,4.0
32976564,linguistic,4.0
32460307,linguistic,5.0
30869596,linguistic,3.0
23118484,linguistic,6.0
33929850,linguistic,3.0
30876434,linguistic,5.0
33926379,linguistic,3.0
33926541,linguistic,5.0
33910608,linguistic,3.0
29949999,linguistic,4.0
25505034,linguistic,4.0
33907838,linguistic,3.0
23095476,linguistic,4.0
23874394,linguistic,3.0
28123452,linguistic,7.0
22312429,linguistic,5.0
30846808,linguistic,6.0
25468930,linguistic,3.0
28095775,linguistic,6.0
30894839,linguistic,3.0
34381873,linguistic,4.0
25428357,linguistic,5.0
25428371,linguistic,5.0
27790361,linguistic,3.0
21210251,linguistic,8.0
33879054,linguistic,5.0
25425035,linguistic,4.0
24340041,linguistic,4.0
30165579,linguistic,5.0
30102335,linguistic,5.0
30101316,linguistic,7.0
30165538,linguistic,5.0
30818354,linguistic,3.0
27604473,linguistic,6.0
25414356,linguistic,3.0
25414353,linguistic,8.0
25414340,linguistic,4.0
30556503,linguistic,3.0
30813887,linguistic,3.0
30846902,linguistic,5.0
25404132,linguistic,3.0
30714194,linguistic,3.0
33858332,linguistic,4.0
25399415,linguistic,3.0
25398906,linguistic,5.0
25398901,linguistic,6.0
25417204,linguistic,8.0
27664219,linguistic,3.0
30794542,linguistic,4.0
31725859,linguistic,4.0
28605774,linguistic,5.0
28415075,linguistic,3.0
28365719,linguistic,4.0
31725863,linguistic,4.0
28111366,linguistic,5.0
27987180,linguistic,3.0
28365739,linguistic,3.0
28365733,linguistic,3.0
27910033,linguistic,3.0
28605765,linguistic,6.0
31725858,linguistic,5.0
28415074,linguistic,6.0
28365724,linguistic,4.0
28365718,linguistic,5.0
33848166,linguistic,3.0
29931238,linguistic,3.0
25392425,linguistic,3.0
29095940,linguistic,4.0
33845759,linguistic,3.0
26283419,linguistic,5.0
25380780,linguistic,4.0
25378343,linguistic,4.0
23657089,linguistic,4.0
32097025,linguistic,3.0
21672958,linguistic,6.0
29790754,linguistic,6.0
29152729,linguistic,4.0
28011601,linguistic,6.0
30764761,linguistic,4.0
28155662,linguistic,5.0
33824393,linguistic,4.0
25352573,linguistic,4.0
25348214,linguistic,6.0
25348402,linguistic,4.0
24090431,linguistic,3.0
30735484,linguistic,3.0
25336621,linguistic,7.0
27980099,linguistic,3.0
30733462,linguistic,3.0
32814975,linguistic,9.0
33836063,linguistic,7.0
32789660,linguistic,7.0
33879674,linguistic,3.0
32790862,linguistic,5.0
32706854,linguistic,5.0
33970822,linguistic,3.0
25324314,linguistic,4.0
26231518,linguistic,4.0
25229122,linguistic,3.0
30278585,linguistic,3.0
30517703,linguistic,4.0
30335683,linguistic,4.0
25887893,linguistic,3.0
30718155,linguistic,3.0
27905880,linguistic,5.0
26660198,linguistic,4.0
27899672,linguistic,5.0
27899620,linguistic,6.0
27899627,linguistic,3.0
33761868,linguistic,3.0
27899582,linguistic,5.0
27899679,linguistic,5.0
27899613,linguistic,5.0
27899604,linguistic,4.0
27899556,linguistic,7.0
27899584,linguistic,3.0
27899569,linguistic,5.0
27899563,linguistic,3.0
30684219,linguistic,4.0
25270086,linguistic,10.0
22962482,linguistic,3.0
25352728,linguistic,4.0
33750951,linguistic,4.0
29867956,linguistic,3.0
28096778,linguistic,3.0
27797771,linguistic,5.0
31509535,linguistic,3.0
33736590,linguistic,6.0
33735277,linguistic,3.0
27863463,linguistic,6.0
31504851,linguistic,3.0
33816800,linguistic,4.0
33737026,linguistic,5.0
28522612,linguistic,5.0
27782103,linguistic,4.0
24618462,linguistic,5.0
23125366,linguistic,4.0
33586368,linguistic,4.0
22180411,linguistic,3.0
33691770,linguistic,5.0
28249561,linguistic,6.0
24001185,linguistic,7.0
33750289,linguistic,6.0
33705981,linguistic,4.0
33685498,linguistic,5.0
27980519,linguistic,3.0
21596789,linguistic,3.0
23497033,linguistic,3.0
21385461,linguistic,5.0
23819482,linguistic,4.0
33565189,linguistic,4.0
33689914,linguistic,5.0
27799474,linguistic,4.0
30820574,linguistic,3.0
30371892,linguistic,4.0
31432427,linguistic,3.0
30945202,linguistic,4.0
30864317,linguistic,4.0
30805645,linguistic,8.0
30423142,linguistic,6.0
30418610,linguistic,4.0
30407532,linguistic,3.0
30395284,linguistic,3.0
30380112,linguistic,5.0
30380085,linguistic,4.0
30371881,linguistic,4.0
30371818,linguistic,5.0
30364956,linguistic,4.0
30357370,linguistic,5.0
30335166,linguistic,4.0
30329086,linguistic,10.0
30321422,linguistic,5.0
30272209,linguistic,4.0
30272193,linguistic,4.0
30247677,linguistic,9.0
30215764,linguistic,5.0
30010787,linguistic,5.0
30945200,linguistic,4.0
30329093,linguistic,4.0
30239928,linguistic,4.0
30445619,linguistic,8.0
30407573,linguistic,3.0
30398663,linguistic,3.0
30395287,linguistic,4.0
30380087,linguistic,5.0
30365033,linguistic,4.0
30329070,linguistic,3.0
30285246,linguistic,3.0
29985970,linguistic,9.0
29982280,linguistic,4.0
31735953,linguistic,3.0
30561550,linguistic,4.0
30418591,linguistic,4.0
30380113,linguistic,5.0
30371849,linguistic,4.0
30364951,linguistic,4.0
30357356,linguistic,7.0
30335161,linguistic,6.0
28968841,linguistic,6.0
33673854,linguistic,3.0
25157689,linguistic,6.0
27841751,linguistic,4.0
27794554,linguistic,3.0
27026615,linguistic,3.0
30598113,linguistic,4.0
30598077,linguistic,3.0
30598108,linguistic,4.0
27794045,linguistic,4.0
27794040,linguistic,5.0
33661636,linguistic,3.0
33657805,linguistic,5.0
27789701,linguistic,5.0
27789693,linguistic,5.0
27789690,linguistic,4.0
27789686,linguistic,6.0
33657667,linguistic,3.0
28632491,linguistic,3.0
30565464,linguistic,3.0
25298093,linguistic,5.0
27924044,linguistic,3.0
27924032,linguistic,5.0
26545822,linguistic,4.0
29040649,linguistic,3.0
33651795,linguistic,3.0
33351756,linguistic,5.0
27924020,linguistic,5.0
21685053,linguistic,4.0
33772585,linguistic,5.0
33461215,linguistic,4.0
40568240,linguistic,3.0
33003197,linguistic,5.0
33787871,linguistic,4.0
29086046,linguistic,5.0
30593925,linguistic,4.0
22034520,linguistic,5.0
27924021,linguistic,4.0
33639834,linguistic,3.0
27924014,linguistic,3.0
27924023,linguistic,5.0
27766955,linguistic,6.0
25075115,linguistic,6.0
26503254,linguistic,6.0
26858004,linguistic,5.0
21414985,linguistic,3.0
27738138,linguistic,4.0
27806696,linguistic,3.0
33655207,linguistic,7.0
30563849,linguistic,3.0
28191780,linguistic,6.0
27727438,linguistic,4.0
33619257,linguistic,3.0
22069465,linguistic,7.0
21317139,linguistic,4.0
30497261,linguistic,3.0
22369646,linguistic,4.0
33610654,linguistic,4.0
27701074,linguistic,5.0
22610854,linguistic,5.0
23180784,linguistic,6.0
33594085,linguistic,3.0
23282181,linguistic,4.0
27671474,linguistic,4.0
25326239,linguistic,6.0
30450911,linguistic,4.0
30407009,linguistic,3.0
33571205,linguistic,3.0
27663502,linguistic,6.0
33568057,linguistic,4.0
33568045,linguistic,3.0
29934697,linguistic,4.0
29218589,linguistic,5.0
29040563,linguistic,3.0
29912385,linguistic,7.0
27651464,linguistic,5.0
30497361,linguistic,5.0
33640787,linguistic,4.0
24905498,linguistic,3.0
33557954,linguistic,3.0
23496817,linguistic,4.0
25883147,linguistic,4.0
30482172,linguistic,5.0
33546598,linguistic,3.0
33613485,linguistic,5.0
22517761,linguistic,3.0
30546860,linguistic,6.0
25541727,linguistic,7.0
33529026,linguistic,3.0
24573477,linguistic,3.0
30458705,linguistic,4.0
27605101,linguistic,10.0
32737813,linguistic,4.0
33599248,linguistic,4.0
33590873,linguistic,4.0
33278140,linguistic,4.0
33590862,linguistic,4.0
33663077,linguistic,4.0
26192618,linguistic,3.0
33515237,linguistic,3.0
24948109,linguistic,5.0
24939129,linguistic,3.0
27577567,linguistic,7.0
33508309,linguistic,6.0
25002814,linguistic,5.0
27145998,linguistic,3.0
27554092,linguistic,4.0
30354114,linguistic,3.0
27553277,linguistic,5.0
27543076,linguistic,7.0
24677618,linguistic,4.0
33471816,linguistic,5.0
33598096,linguistic,4.0
27530928,linguistic,5.0
33464891,linguistic,6.0
30391708,linguistic,4.0
27105848,linguistic,7.0
28494801,linguistic,5.0
33584804,linguistic,4.0
27510400,linguistic,8.0
27515825,linguistic,4.0
30446142,linguistic,3.0
33519912,linguistic,4.0
33439542,linguistic,5.0
21784873,linguistic,4.0
30355619,linguistic,4.0
33436980,linguistic,5.0
27045824,linguistic,4.0
33431494,linguistic,3.0
33430919,linguistic,3.0
27438180,linguistic,5.0
24813212,linguistic,7.0
27472917,linguistic,5.0
27465131,linguistic,3.0
33410688,linguistic,3.0
33408242,linguistic,6.0
21884625,linguistic,3.0
24771669,linguistic,6.0
23452239,linguistic,5.0
33289894,linguistic,3.0
33237329,linguistic,6.0
33231677,linguistic,3.0
33137190,linguistic,5.0
33051671,linguistic,3.0
31885044,linguistic,5.0
34308911,linguistic,3.0
33211869,linguistic,4.0
33174598,linguistic,3.0
33166379,linguistic,4.0
33900591,linguistic,3.0
33835435,linguistic,4.0
33045729,linguistic,3.0
32683449,linguistic,5.0
33211879,linguistic,3.0
33448242,linguistic,5.0
33290554,linguistic,3.0
33289897,linguistic,4.0
34544908,linguistic,4.0
33759118,linguistic,3.0
33372147,linguistic,3.0
32975768,linguistic,3.0
30340080,linguistic,4.0
23898041,linguistic,6.0
30349509,linguistic,4.0
33222322,linguistic,3.0
