pmid,source,ling_score
25030112,linguistic,10.0
22492646,linguistic,7.0
22123747,linguistic,3.0
25024351,linguistic,4.0
27856283,linguistic,3.0
22121217,linguistic,3.0
28334977,linguistic,3.0
28231303,linguistic,4.0
22110038,linguistic,3.0
31601176,linguistic,3.0
26664458,linguistic,5.0
31649739,linguistic,4.0
22102581,linguistic,3.0
24997141,linguistic,3.0
31589649,linguistic,4.0
22080559,linguistic,3.0
24980131,linguistic,3.0
26773058,linguistic,7.0
28212856,linguistic,5.0
25735289,linguistic,3.0
31584973,linguistic,4.0
30903685,linguistic,4.0
30873536,linguistic,4.0
31675495,linguistic,6.0
30825368,linguistic,3.0
31050720,linguistic,3.0
30942864,linguistic,5.0
30873531,linguistic,5.0
30825371,linguistic,6.0
30821318,linguistic,7.0
30903186,linguistic,5.0
30865284,linguistic,7.0
30824909,linguistic,5.0
30860568,linguistic,5.0
30824917,linguistic,4.0
32035227,linguistic,3.0
31756136,linguistic,3.0
30799505,linguistic,5.0
28182744,linguistic,5.0
26587057,linguistic,4.0
22039163,linguistic,5.0
22039152,linguistic,5.0
24939193,linguistic,4.0
31560649,linguistic,4.0
28387199,linguistic,5.0
31568974,linguistic,3.0
28203233,linguistic,3.0
28171531,linguistic,7.0
27797767,linguistic,7.0
27694195,linguistic,4.0
27797780,linguistic,3.0
27797769,linguistic,4.0
28171615,linguistic,5.0
24923822,linguistic,6.0
24923821,linguistic,7.0
28194231,linguistic,4.0
23046449,linguistic,5.0
22165817,linguistic,4.0
21989414,linguistic,4.0
24864230,linguistic,4.0
28149703,linguistic,4.0
24895436,linguistic,3.0
28076956,linguistic,4.0
28110602,linguistic,3.0
28453684,linguistic,5.0
24857970,linguistic,6.0
31616466,linguistic,4.0
24885522,linguistic,8.0
21541042,linguistic,3.0
28346087,linguistic,3.0
28086803,linguistic,4.0
23981350,linguistic,4.0
28077566,linguistic,3.0
28077569,linguistic,6.0
22448897,linguistic,5.0
28705636,linguistic,3.0
24816183,linguistic,4.0
24885079,linguistic,3.0
23028676,linguistic,3.0
28423831,linguistic,3.0
28365725,linguistic,4.0
28111365,linguistic,5.0
27987167,linguistic,3.0
29220470,linguistic,5.0
28365729,linguistic,5.0
28365723,linguistic,4.0
28158643,linguistic,4.0
27987177,linguistic,6.0
27987171,linguistic,4.0
29220473,linguistic,5.0
29220449,linguistic,5.0
29220444,linguistic,5.0
29220438,linguistic,5.0
28365721,linguistic,3.0
28013278,linguistic,5.0
28605771,linguistic,5.0
28456986,linguistic,3.0
28439836,linguistic,5.0
28365722,linguistic,4.0
28013273,linguistic,4.0
29220459,linguistic,5.0
30721922,linguistic,7.0
30624692,linguistic,4.0
30715220,linguistic,5.0
30657860,linguistic,3.0
30649183,linguistic,7.0
31544213,linguistic,5.0
30698642,linguistic,4.0
30657867,linguistic,3.0
29897426,linguistic,3.0
30657870,linguistic,4.0
30629147,linguistic,3.0
21914464,linguistic,8.0
21890895,linguistic,4.0
34166365,linguistic,3.0
28090216,linguistic,5.0
28031034,linguistic,3.0
31467326,linguistic,4.0
23696674,linguistic,3.0
31461491,linguistic,3.0
28025346,linguistic,5.0
28025347,linguistic,4.0
24771658,linguistic,3.0
25496383,linguistic,3.0
27224977,linguistic,3.0
24787449,linguistic,3.0
28012137,linguistic,8.0
26831207,linguistic,3.0
28155670,linguistic,5.0
26527850,linguistic,5.0
24177720,linguistic,4.0
27997202,linguistic,6.0
31412138,linguistic,4.0
31438847,linguistic,4.0
21969811,linguistic,3.0
23482073,linguistic,4.0
26424855,linguistic,4.0
31443960,linguistic,4.0
31427789,linguistic,3.0
31361962,linguistic,3.0
31423613,linguistic,4.0
24129840,linguistic,3.0
24723423,linguistic,5.0
21418024,linguistic,3.0
24705206,linguistic,10.0
31412589,linguistic,3.0
31109313,linguistic,3.0
24682734,linguistic,7.0
28365743,linguistic,5.0
25910698,linguistic,5.0
27918179,linguistic,4.0
27905517,linguistic,3.0
22693224,linguistic,3.0
31395072,linguistic,4.0
27899616,linguistic,3.0
27903890,linguistic,5.0
27899667,linguistic,4.0
27899625,linguistic,5.0
27899674,linguistic,4.0
27899668,linguistic,4.0
27903894,linguistic,6.0
27899678,linguistic,3.0
27899612,linguistic,3.0
27899646,linguistic,6.0
27899586,linguistic,5.0
27899562,linguistic,4.0
27899583,linguistic,5.0
27899581,linguistic,5.0
31404401,linguistic,3.0
27888230,linguistic,4.0
31386904,linguistic,3.0
27097021,linguistic,3.0
27914317,linguistic,3.0
27893392,linguistic,5.0
24551352,linguistic,3.0
31378711,linguistic,3.0
30615123,linguistic,5.0
30615063,linguistic,4.0
30590391,linguistic,5.0
30596994,linguistic,7.0
30535063,linguistic,5.0
31811943,linguistic,5.0
30601935,linguistic,4.0
30541062,linguistic,5.0
31368353,linguistic,3.0
30535139,linguistic,4.0
31437915,linguistic,3.0
30590442,linguistic,7.0
30601939,linguistic,3.0
24626233,linguistic,5.0
23918438,linguistic,3.0
31366358,linguistic,5.0
24194603,linguistic,3.0
27549386,linguistic,4.0
24215028,linguistic,4.0
22217600,linguistic,7.0
31305071,linguistic,7.0
24608173,linguistic,3.0
27846806,linguistic,6.0
24608034,linguistic,4.0
27802571,linguistic,6.0
23703210,linguistic,4.0
31341169,linguistic,4.0
28212397,linguistic,3.0
27824078,linguistic,4.0
24573879,linguistic,6.0
24573881,linguistic,7.0
23281791,linguistic,3.0
31372542,linguistic,5.0
27813701,linguistic,3.0
25863215,linguistic,3.0
31324861,linguistic,4.0
24057430,linguistic,3.0
31319888,linguistic,4.0
31315562,linguistic,7.0
22101143,linguistic,3.0
26087185,linguistic,5.0
24637013,linguistic,3.0
22689756,linguistic,3.0
27799469,linguistic,3.0
27799467,linguistic,4.0
27794552,linguistic,5.0
27794041,linguistic,3.0
27789689,linguistic,5.0
27789699,linguistic,4.0
27789692,linguistic,8.0
27789706,linguistic,5.0
27801297,linguistic,3.0
27924024,linguistic,7.0
28053165,linguistic,6.0
27924041,linguistic,3.0
27924043,linguistic,4.0
31260629,linguistic,4.0
22046320,linguistic,3.0
31292807,linguistic,3.0
31177618,linguistic,4.0
27760124,linguistic,4.0
22893372,linguistic,3.0
31276469,linguistic,4.0
24123256,linguistic,3.0
26975659,linguistic,5.0
24771560,linguistic,5.0
27742821,linguistic,10.0
27742822,linguistic,6.0
27733507,linguistic,10.0
31266480,linguistic,7.0
21546393,linguistic,4.0
27725737,linguistic,4.0
21546359,linguistic,7.0
31510666,linguistic,6.0
31028400,linguistic,4.0
31028388,linguistic,6.0
30481259,linguistic,4.0
31131411,linguistic,9.0
31106379,linguistic,3.0
31106342,linguistic,4.0
31395530,linguistic,3.0
31131402,linguistic,4.0
31049585,linguistic,4.0
29579141,linguistic,3.0
31307061,linguistic,6.0
31106365,linguistic,9.0
30508066,linguistic,5.0
30462190,linguistic,4.0
31510693,linguistic,4.0
31510687,linguistic,5.0
31081014,linguistic,4.0
31073595,linguistic,5.0
30976793,linguistic,4.0
30908818,linguistic,5.0
30496341,linguistic,6.0
30481262,linguistic,7.0
31510647,linguistic,4.0
31262247,linguistic,6.0
31114880,linguistic,8.0
31106356,linguistic,3.0
31062021,linguistic,5.0
30500875,linguistic,5.0
21408217,linguistic,3.0
24465676,linguistic,4.0
28053167,linguistic,6.0
23047523,linguistic,3.0
31261733,linguistic,4.0
31253075,linguistic,3.0
28053164,linguistic,3.0
27706202,linguistic,4.0
27744178,linguistic,3.0
31241221,linguistic,6.0
31247294,linguistic,3.0
31238884,linguistic,3.0
27694207,linguistic,3.0
27833382,linguistic,3.0
27701209,linguistic,3.0
27681445,linguistic,5.0
27670643,linguistic,6.0
21349863,linguistic,3.0
24203342,linguistic,3.0
25198774,linguistic,4.0
31116477,linguistic,5.0
31208323,linguistic,5.0
24367574,linguistic,3.0
21994224,linguistic,5.0
27650316,linguistic,4.0
27650402,linguistic,3.0
22080554,linguistic,3.0
22492627,linguistic,7.0
31199787,linguistic,5.0
24364888,linguistic,4.0
31189899,linguistic,3.0
27641504,linguistic,3.0
25338717,linguistic,5.0
27624619,linguistic,3.0
25445920,linguistic,3.0
24344970,linguistic,4.0
27623959,linguistic,4.0
27625390,linguistic,4.0
21435384,linguistic,3.0
24334415,linguistic,3.0
31174603,linguistic,5.0
24330312,linguistic,7.0
27613420,linguistic,4.0
27606777,linguistic,3.0
31167633,linguistic,6.0
31167634,linguistic,4.0
24323624,linguistic,5.0
21398669,linguistic,7.0
31214154,linguistic,4.0
31160594,linguistic,4.0
31159881,linguistic,4.0
31159731,linguistic,3.0
31337975,linguistic,5.0
24304891,linguistic,3.0
24304895,linguistic,4.0
24304896,linguistic,3.0
27587689,linguistic,7.0
27587665,linguistic,7.0
27436706,linguistic,6.0
27822553,linguistic,5.0
27582018,linguistic,4.0
30388204,linguistic,7.0
30358807,linguistic,4.0
30357313,linguistic,5.0
30395195,linguistic,4.0
30346483,linguistic,6.0
30407485,linguistic,6.0
27580923,linguistic,4.0
27585568,linguistic,5.0
24297256,linguistic,3.0
24399916,linguistic,4.0
21367872,linguistic,7.0
24563838,linguistic,3.0
21181305,linguistic,5.0
24288140,linguistic,5.0
24288368,linguistic,4.0
24285301,linguistic,5.0
24275495,linguistic,4.0
24275491,linguistic,4.0
21949842,linguistic,6.0
24271399,linguistic,3.0
23221176,linguistic,4.0
24271385,linguistic,5.0
27635320,linguistic,3.0
24265219,linguistic,4.0
24265224,linguistic,4.0
24265222,linguistic,3.0
24265220,linguistic,4.0
31127704,linguistic,5.0
24253303,linguistic,4.0
24243848,linguistic,3.0
27531214,linguistic,4.0
24234438,linguistic,3.0
24234005,linguistic,7.0
24217911,linguistic,3.0
23815474,linguistic,5.0
27518241,linguistic,3.0
24214993,linguistic,5.0
24213601,linguistic,8.0
24214991,linguistic,4.0
24214988,linguistic,3.0
24214965,linguistic,6.0
27511743,linguistic,4.0
27515514,linguistic,9.0
31156708,linguistic,3.0
31006149,linguistic,4.0
31095607,linguistic,3.0
24203703,linguistic,3.0
31091224,linguistic,3.0
31088348,linguistic,4.0
31139204,linguistic,3.0
31088857,linguistic,7.0
27504011,linguistic,5.0
24185697,linguistic,3.0
24185696,linguistic,5.0
24174543,linguistic,5.0
23803467,linguistic,5.0
24170808,linguistic,6.0
27487245,linguistic,3.0
21253873,linguistic,5.0
27485446,linguistic,4.0
24163255,linguistic,4.0
24163250,linguistic,6.0
24163257,linguistic,5.0
24163098,linguistic,6.0
31075273,linguistic,3.0
31068132,linguistic,7.0
31060495,linguistic,3.0
23109552,linguistic,3.0
27465544,linguistic,9.0
22789588,linguistic,4.0
24250118,linguistic,3.0
24250117,linguistic,4.0
31025863,linguistic,3.0
31130993,linguistic,6.0
24190931,linguistic,3.0
27397138,linguistic,5.0
31135347,linguistic,3.0
30773592,linguistic,4.0
30295749,linguistic,4.0
30351394,linguistic,4.0
30295744,linguistic,6.0
30307540,linguistic,4.0
30307528,linguistic,3.0
30329022,linguistic,3.0
30252043,linguistic,7.0
31081040,linguistic,6.0
30321303,linguistic,9.0
29994096,linguistic,5.0
24122843,linguistic,3.0
24124417,linguistic,4.0
27478368,linguistic,3.0
31035919,linguistic,5.0
31029079,linguistic,5.0
31030203,linguistic,4.0
24090499,linguistic,5.0
27412095,linguistic,8.0
24079801,linguistic,5.0
31014374,linguistic,4.0
24082050,linguistic,5.0
31009452,linguistic,5.0
24077841,linguistic,4.0
27402678,linguistic,7.0
23266520,linguistic,3.0
25959571,linguistic,4.0
29468127,linguistic,4.0
22178299,linguistic,5.0
30999846,linguistic,4.0
30994344,linguistic,3.0
24243240,linguistic,3.0
30986209,linguistic,4.0
27363390,linguistic,5.0
27354697,linguistic,7.0
24036287,linguistic,5.0
25572717,linguistic,4.0
30931570,linguistic,5.0
31598383,linguistic,3.0
27337171,linguistic,6.0
27336457,linguistic,5.0
27336171,linguistic,5.0
25098641,linguistic,3.0
24799436,linguistic,6.0
27330567,linguistic,7.0
30953525,linguistic,5.0
27379044,linguistic,5.0
27316337,linguistic,4.0
23989082,linguistic,3.0
27319307,linguistic,3.0
27306108,linguistic,5.0
28149059,linguistic,3.0
25805426,linguistic,6.0
30943891,linguistic,3.0
30219850,linguistic,4.0
30169785,linguistic,4.0
30689864,linguistic,6.0
30993345,linguistic,4.0
30215668,linguistic,4.0
30184055,linguistic,8.0
30169792,linguistic,4.0
30964323,linguistic,6.0
30994381,linguistic,3.0
23304296,linguistic,8.0
24498619,linguistic,3.0
30925859,linguistic,3.0
22262674,linguistic,5.0
27375595,linguistic,3.0
27295093,linguistic,5.0
23920981,linguistic,3.0
27259657,linguistic,3.0
30932845,linguistic,3.0
30908487,linguistic,3.0
30959271,linguistic,5.0
27144897,linguistic,6.0
27307614,linguistic,4.0
25218859,linguistic,3.0
23933261,linguistic,3.0
27242033,linguistic,4.0
27242032,linguistic,3.0
25849067,linguistic,3.0
31396778,linguistic,3.0
27239230,linguistic,5.0
21493652,linguistic,5.0
30888556,linguistic,5.0
27357693,linguistic,5.0
27209279,linguistic,3.0
30877103,linguistic,3.0
23894186,linguistic,5.0
23044543,linguistic,3.0
30871459,linguistic,6.0
27211858,linguistic,4.0
27188311,linguistic,4.0
24895432,linguistic,7.0
27199454,linguistic,3.0
27173524,linguistic,3.0
27174935,linguistic,4.0
27167218,linguistic,4.0
27242503,linguistic,5.0
24395755,linguistic,3.0
23846747,linguistic,9.0
30837511,linguistic,6.0
30835760,linguistic,3.0
27164438,linguistic,4.0
23843252,linguistic,4.0
23826631,linguistic,3.0
23842462,linguistic,4.0
23837716,linguistic,7.0
27068484,linguistic,4.0
27151202,linguistic,7.0
27152146,linguistic,3.0
27164589,linguistic,4.0
27141961,linguistic,7.0
26411869,linguistic,5.0
30623477,linguistic,5.0
30517749,linguistic,6.0
29697740,linguistic,3.0
30165582,linguistic,5.0
30137231,linguistic,5.0
30124768,linguistic,4.0
26790568,linguistic,5.0
30816123,linguistic,3.0
23812995,linguistic,4.0
27113850,linguistic,4.0
22591480,linguistic,3.0
23798489,linguistic,6.0
27106060,linguistic,4.0
27153650,linguistic,3.0
23800136,linguistic,5.0
23794736,linguistic,4.0
22434837,linguistic,3.0
24198707,linguistic,5.0
23823062,linguistic,5.0
25155274,linguistic,3.0
27153640,linguistic,3.0
30782112,linguistic,4.0
30779739,linguistic,6.0
30714210,linguistic,4.0
30779024,linguistic,3.0
30777010,linguistic,4.0
22292040,linguistic,5.0
27081154,linguistic,5.0
30767762,linguistic,8.0
30764760,linguistic,5.0
30767086,linguistic,4.0
23709163,linguistic,7.0
32429868,linguistic,3.0
28104956,linguistic,4.0
30759968,linguistic,5.0
23772554,linguistic,3.0
30737407,linguistic,3.0
30733487,linguistic,3.0
23985960,linguistic,7.0
26945430,linguistic,3.0
27029637,linguistic,3.0
23704925,linguistic,3.0
23730305,linguistic,3.0
30597002,linguistic,6.0
30101282,linguistic,3.0
30950816,linguistic,3.0
30084941,linguistic,5.0
30059974,linguistic,5.0
30010718,linguistic,5.0
30052770,linguistic,7.0
30020414,linguistic,6.0
27010073,linguistic,7.0
24493591,linguistic,3.0
23667450,linguistic,6.0
26995712,linguistic,5.0
24564791,linguistic,4.0
30733714,linguistic,4.0
26980519,linguistic,7.0
22144162,linguistic,3.0
27153579,linguistic,5.0
26968569,linguistic,3.0
34903654,linguistic,4.0
34851988,linguistic,4.0
35165687,linguistic,6.0
34898255,linguistic,3.0
30668479,linguistic,3.0
25028726,linguistic,4.0
30645614,linguistic,3.0
26597459,linguistic,6.0
26940364,linguistic,4.0
23599424,linguistic,3.0
25630311,linguistic,3.0
25630312,linguistic,3.0
30634902,linguistic,10.0
23750083,linguistic,6.0
27153674,linguistic,5.0
30687056,linguistic,3.0
23584834,linguistic,4.0
23584833,linguistic,5.0
26966655,linguistic,3.0
23593466,linguistic,4.0
30582634,linguistic,3.0
27153724,linguistic,5.0
26899024,linguistic,3.0
26896848,linguistic,5.0
26896846,linguistic,3.0
21596791,linguistic,3.0
21659320,linguistic,3.0
26888663,linguistic,4.0
30622655,linguistic,3.0
23895370,linguistic,5.0
30963486,linguistic,5.0
30945216,linguistic,3.0
30809638,linguistic,3.0
30725469,linguistic,4.0
30542988,linguistic,3.0
30365030,linguistic,5.0
30052762,linguistic,4.0
30010777,linguistic,5.0
29985979,linguistic,3.0
29982330,linguistic,4.0
29985971,linguistic,7.0
31802128,linguistic,6.0
30649350,linguistic,5.0
30535108,linguistic,5.0
30407521,linguistic,3.0
30398643,linguistic,3.0
30239819,linguistic,3.0
32047873,linguistic,3.0
31225582,linguistic,4.0
30407591,linguistic,4.0
30395283,linguistic,4.0
30395267,linguistic,5.0
30298402,linguistic,3.0
29912383,linguistic,7.0
30722041,linguistic,4.0
30395310,linguistic,3.0
28981577,linguistic,5.0
34834856,linguistic,3.0
26876982,linguistic,3.0
30598101,linguistic,4.0
30598096,linguistic,3.0
26868127,linguistic,5.0
26868054,linguistic,7.0
26868053,linguistic,4.0
26861916,linguistic,5.0
30602089,linguistic,4.0
30591010,linguistic,4.0
26862144,linguistic,4.0
30537264,linguistic,4.0
24009897,linguistic,4.0
30588614,linguistic,4.0
23500449,linguistic,6.0
23079107,linguistic,4.0
26827236,linguistic,3.0
26822210,linguistic,8.0
23476021,linguistic,4.0
30567491,linguistic,3.0
30619469,linguistic,4.0
30562930,linguistic,6.0
34743696,linguistic,5.0
22570420,linguistic,4.0
30541436,linguistic,4.0
26787663,linguistic,4.0
30530337,linguistic,5.0
23426257,linguistic,6.0
26832193,linguistic,4.0
30526489,linguistic,6.0
24180668,linguistic,3.0
34788390,linguistic,4.0
30528447,linguistic,5.0
23404398,linguistic,4.0
23601403,linguistic,3.0
26748106,linguistic,4.0
23209562,linguistic,4.0
26739209,linguistic,4.0
23396301,linguistic,3.0
23405067,linguistic,3.0
30571400,linguistic,3.0
30535305,linguistic,7.0
29961853,linguistic,6.0
30184106,linguistic,4.0
29450704,linguistic,3.0
29947803,linguistic,7.0
29868863,linguistic,4.0
29939210,linguistic,6.0
30535020,linguistic,3.0
30497358,linguistic,5.0
30497367,linguistic,3.0
30507538,linguistic,3.0
30497363,linguistic,5.0
27139400,linguistic,3.0
26828034,linguistic,3.0
26895996,linguistic,4.0
26719120,linguistic,3.0
30419167,linguistic,4.0
25510498,linguistic,5.0
30477418,linguistic,4.0
26708988,linguistic,4.0
23359817,linguistic,7.0
26705106,linguistic,5.0
24668342,linguistic,5.0
30466398,linguistic,4.0
30465646,linguistic,3.0
22688270,linguistic,3.0
26690544,linguistic,5.0
30457571,linguistic,3.0
23331499,linguistic,5.0
23390356,linguistic,5.0
24155972,linguistic,3.0
25926488,linguistic,3.0
26685308,linguistic,5.0
25091586,linguistic,7.0
26673694,linguistic,5.0
26673716,linguistic,4.0
30447998,linguistic,5.0
30428831,linguistic,5.0
26653323,linguistic,4.0
26657895,linguistic,4.0
26763976,linguistic,4.0
26657633,linguistic,4.0
30419809,linguistic,5.0
26678286,linguistic,4.0
26647377,linguistic,7.0
26647370,linguistic,3.0
23585031,linguistic,4.0
23920826,linguistic,3.0
25059528,linguistic,5.0
22067444,linguistic,3.0
30466046,linguistic,4.0
30411228,linguistic,3.0
23272737,linguistic,4.0
26635391,linguistic,5.0
26635394,linguistic,10.0
30400818,linguistic,3.0
26697911,linguistic,3.0
26612867,linguistic,3.0
27602200,linguistic,4.0
30124998,linguistic,7.0
29790910,linguistic,3.0
29790904,linguistic,5.0
29771282,linguistic,4.0
29931282,linguistic,4.0
29878047,linguistic,10.0
23284744,linguistic,5.0
30379882,linguistic,3.0
30384427,linguistic,3.0
26602693,linguistic,4.0
23239846,linguistic,5.0
32308920,linguistic,5.0
23282057,linguistic,5.0
26590256,linguistic,5.0
26590254,linguistic,6.0
26590406,linguistic,5.0
26590255,linguistic,4.0
30401579,linguistic,4.0
22369494,linguistic,4.0
26586797,linguistic,6.0
26597515,linguistic,3.0
23275726,linguistic,4.0
26582925,linguistic,5.0
26578586,linguistic,4.0
26578597,linguistic,4.0
26578591,linguistic,4.0
30416498,linguistic,4.0
26571275,linguistic,4.0
23221299,linguistic,4.0
23220571,linguistic,7.0
30355288,linguistic,4.0
26567549,linguistic,4.0
26573482,linguistic,4.0
30368849,linguistic,6.0
30343671,linguistic,5.0
26571530,linguistic,4.0
26559506,linguistic,4.0
23452048,linguistic,4.0
23203985,linguistic,8.0
26460164,linguistic,3.0
23203879,linguistic,5.0
23203868,linguistic,5.0
23203887,linguistic,4.0
23203888,linguistic,3.0
23203866,linguistic,3.0
23193286,linguistic,4.0
26556651,linguistic,3.0
23193283,linguistic,3.0
23193254,linguistic,3.0
23193258,linguistic,4.0
23193267,linguistic,3.0
23193255,linguistic,4.0
23193271,linguistic,6.0
23193253,linguistic,5.0
26553811,linguistic,4.0
26553799,linguistic,5.0
26553809,linguistic,6.0
30298955,linguistic,5.0
23185044,linguistic,5.0
30221945,linguistic,4.0
23180783,linguistic,3.0
23180799,linguistic,8.0
23180796,linguistic,3.0
23180791,linguistic,4.0
26546518,linguistic,4.0
30332415,linguistic,3.0
22956357,linguistic,3.0
23175615,linguistic,6.0
23175607,linguistic,6.0
23175610,linguistic,3.0
23172288,linguistic,4.0
26527726,linguistic,5.0
26527720,linguistic,3.0
26527728,linguistic,5.0
26527729,linguistic,4.0
26527719,linguistic,5.0
25380777,linguistic,3.0
26513174,linguistic,3.0
23161677,linguistic,5.0
26519469,linguistic,6.0
26519466,linguistic,5.0
23153078,linguistic,5.0
26516188,linguistic,4.0
22901092,linguistic,5.0
30336361,linguistic,4.0
30371672,linguistic,4.0
26122086,linguistic,5.0
26508759,linguistic,6.0
30305653,linguistic,5.0
26504143,linguistic,5.0
26316313,linguistic,6.0
30251842,linguistic,5.0
26503249,linguistic,3.0
26503253,linguistic,5.0
23143107,linguistic,5.0
23143105,linguistic,3.0
30296227,linguistic,3.0
23134687,linguistic,4.0
26496949,linguistic,3.0
34545105,linguistic,3.0
23125372,linguistic,3.0
26490961,linguistic,3.0
23125365,linguistic,4.0
23331707,linguistic,4.0
26481361,linguistic,3.0
30286144,linguistic,3.0
23110816,linguistic,4.0
26476447,linguistic,3.0
23118483,linguistic,3.0
27275538,linguistic,4.0
30287268,linguistic,5.0
30285630,linguistic,3.0
29726914,linguistic,5.0
29718096,linguistic,6.0
30472416,linguistic,5.0
29757349,linguistic,5.0
29718114,linguistic,4.0
29688307,linguistic,3.0
29912280,linguistic,4.0
30578913,linguistic,3.0
30273353,linguistic,5.0
34529159,linguistic,5.0
33872372,linguistic,6.0
26464438,linguistic,3.0
23110173,linguistic,5.0
23093593,linguistic,5.0
26454874,linguistic,4.0
26454279,linguistic,7.0
25306238,linguistic,3.0
26865947,linguistic,3.0
30254379,linguistic,4.0
25520777,linguistic,5.0
26450949,linguistic,3.0
22645168,linguistic,4.0
23074187,linguistic,4.0
26438539,linguistic,5.0
23275696,linguistic,3.0
22098775,linguistic,3.0
23066107,linguistic,4.0
30298069,linguistic,4.0
32935014,linguistic,3.0
30241466,linguistic,7.0
26432833,linguistic,3.0
26255989,linguistic,5.0
30235322,linguistic,6.0
26527854,linguistic,3.0
26424080,linguistic,5.0
30231912,linguistic,3.0
22689387,linguistic,5.0
23042674,linguistic,9.0
34494883,linguistic,3.0
26399714,linguistic,5.0
22681406,linguistic,3.0
23049702,linguistic,3.0
23920641,linguistic,4.0
26400163,linguistic,7.0
23200141,linguistic,6.0
26456067,linguistic,6.0
26391769,linguistic,3.0
23060735,linguistic,4.0
26384373,linguistic,5.0
30416387,linguistic,5.0
30416381,linguistic,5.0
26363175,linguistic,4.0
26401099,linguistic,7.0
23046413,linguistic,4.0
30423083,linguistic,5.0
30423077,linguistic,3.0
29897411,linguistic,6.0
30423087,linguistic,3.0
30265627,linguistic,4.0
29701758,linguistic,6.0
29618009,linguistic,3.0
28334239,linguistic,3.0
30423064,linguistic,4.0
29718100,linguistic,4.0
26337239,linguistic,4.0
26338771,linguistic,3.0
30167882,linguistic,4.0
34436655,linguistic,3.0
26855883,linguistic,6.0
30154154,linguistic,6.0
26323714,linguistic,9.0
23327565,linguistic,5.0
24312246,linguistic,4.0
26315902,linguistic,7.0
26315904,linguistic,4.0
26448704,linguistic,3.0
25093074,linguistic,3.0
26311606,linguistic,5.0
24699371,linguistic,5.0
22916227,linguistic,3.0
30128804,linguistic,5.0
26220709,linguistic,4.0
34411131,linguistic,4.0
22900683,linguistic,7.0
34440019,linguistic,3.0
30106511,linguistic,3.0
22876890,linguistic,5.0
22871112,linguistic,7.0
30367579,linguistic,3.0
21782820,linguistic,3.0
22568834,linguistic,6.0
23055619,linguistic,5.0
23055621,linguistic,4.0
30096176,linguistic,4.0
30092755,linguistic,7.0
30097004,linguistic,5.0
34388963,linguistic,5.0
22856649,linguistic,6.0
22847375,linguistic,6.0
26247924,linguistic,5.0
30131825,linguistic,5.0
30014462,linguistic,5.0
26339155,linguistic,3.0
26227548,linguistic,3.0
22833564,linguistic,6.0
23084778,linguistic,5.0
30975998,linguistic,3.0
26215638,linguistic,6.0
26705418,linguistic,4.0
29590303,linguistic,5.0
29554289,linguistic,4.0
29547883,linguistic,7.0
29912270,linguistic,4.0
29474529,linguistic,5.0
30101659,linguistic,4.0
29596608,linguistic,7.0
30107399,linguistic,4.0
30064362,linguistic,6.0
30064484,linguistic,4.0
30105017,linguistic,4.0
20857233,linguistic,3.0
21261974,linguistic,6.0
34355501,linguistic,3.0
34353338,linguistic,3.0
22807998,linguistic,9.0
22782548,linguistic,5.0
30051302,linguistic,4.0
26144527,linguistic,3.0
23245209,linguistic,3.0
26163692,linguistic,7.0
26160459,linguistic,4.0
34325724,linguistic,3.0
22736059,linguistic,3.0
21487441,linguistic,3.0
34321488,linguistic,3.0
22735743,linguistic,3.0
22726705,linguistic,3.0
24489370,linguistic,3.0
26157684,linguistic,3.0
22698731,linguistic,3.0
26112452,linguistic,4.0
22693211,linguistic,3.0
30066633,linguistic,3.0
29987232,linguistic,4.0
24825694,linguistic,4.0
26108279,linguistic,3.0
21841810,linguistic,3.0
33129201,linguistic,3.0
21253599,linguistic,8.0
26087842,linguistic,4.0
29970002,linguistic,4.0
22689763,linguistic,4.0
25921073,linguistic,5.0
24423189,linguistic,6.0
22715306,linguistic,3.0
29949953,linguistic,7.0
29762787,linguistic,3.0
29746660,linguistic,7.0
29741719,linguistic,5.0
29718389,linguistic,3.0
29528364,linguistic,7.0
29514181,linguistic,6.0
29509844,linguistic,5.0
29401218,linguistic,7.0
29878154,linguistic,3.0
29788290,linguistic,3.0
29718322,linguistic,6.0
29490010,linguistic,5.0
29462237,linguistic,4.0
29949966,linguistic,6.0
29788317,linguistic,5.0
29741647,linguistic,4.0
29642096,linguistic,3.0
29506019,linguistic,4.0
29474733,linguistic,4.0
29950009,linguistic,3.0
29950003,linguistic,4.0
29864098,linguistic,4.0
29788498,linguistic,4.0
29762782,linguistic,7.0
29718313,linguistic,4.0
29506206,linguistic,4.0
29762724,linguistic,5.0
29757393,linguistic,4.0
29733382,linguistic,4.0
29718411,linguistic,4.0
28077405,linguistic,5.0
29949982,linguistic,5.0
29846656,linguistic,4.0
29733379,linguistic,4.0
29462238,linguistic,5.0
29954441,linguistic,5.0
26066708,linguistic,3.0
26062809,linguistic,5.0
29940847,linguistic,8.0
29942087,linguistic,5.0
26089836,linguistic,6.0
26054769,linguistic,3.0
26072504,linguistic,3.0
26072486,linguistic,3.0
26072489,linguistic,5.0
29914348,linguistic,5.0
27370123,linguistic,3.0
26026167,linguistic,8.0
21715382,linguistic,4.0
22827839,linguistic,3.0
26040196,linguistic,4.0
25697908,linguistic,6.0
34132602,linguistic,3.0
24324716,linguistic,3.0
26002883,linguistic,6.0
26527189,linguistic,6.0
22539672,linguistic,5.0
22563442,linguistic,5.0
25988315,linguistic,4.0
21718539,linguistic,3.0
